,Unnamed: 0,Movie Name,Genre
65,65, Untitled Bee Gees Biopic (2022),"[<span>Biography</span>, <span class=""ghost"">|</span>, <span>Drama</span>, <span class=""ghost"">|</span>, <span>Music</span>, <span>
<a href=""/name/nm0000110/"">Kenneth Branagh</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt11229040"">
</a>
</span>]"
66,66, Black Panther: Wakanda Forever (2022),"[<span>Action</span>, <span class=""ghost"">|</span>, <span>Adventure</span>, <span class=""ghost"">|</span>, <span>Drama</span>, <span class=""ghost"">|</span>, <span>Sci-Fi</span>, <span class=""ghost"">|</span>, <span>Thriller</span>, <span>
<a href=""/name/nm3363032/"">Ryan Coogler</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt9114286"">
</a>
</span>]"
67,67," Lyle, Lyle, Crocodile (2022)","[<span>Animation</span>, <span class=""ghost"">|</span>, <span>Comedy</span>, <span class=""ghost"">|</span>, <span>Family</span>, <span class=""ghost"">|</span>, <span>Fantasy</span>, <span class=""ghost"">|</span>, <span>Musical</span>, <span>
<a href=""/name/nm0330347/"">Josh Gordon</a> </span>, <span class=""ghost"">|</span>, <span>
<a href=""/name/nm0817447/"">Will Speck</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt14668630"">
</a>
</span>]"
68,68, Creed III (2022),"[<span>Drama</span>, <span class=""ghost"">|</span>, <span>Sport</span>, <span>
<a href=""/name/nm0430107/"">Michael B. Jordan</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt11145118"">
</a>
</span>]"
69,69, Aquaman and the Lost Kingdom (2022),"[<span>Action</span>, <span class=""ghost"">|</span>, <span>Adventure</span>, <span class=""ghost"">|</span>, <span>Fantasy</span>, <span class=""ghost"">|</span>, <span>Sci-Fi</span>, <span>
<a href=""/name/nm1490123/"">James Wan</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt9663764"">
</a>
</span>]"
70,70, I Wanna Dance with Somebody (2022),"[<span>Biography</span>, <span class=""ghost"">|</span>, <span>Music</span>, <span>
<a href=""/name/nm0501435/"">Kasi Lemmons</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt12193804"">
</a>
</span>]"
0,0, Wolf (2021),"[<span>Drama</span>, <span class=""ghost"">|</span>, <span>Mystery</span>, <span class=""ghost"">|</span>, <span>Thriller</span>, <span class=""metascore mixed"">52        </span>, <span>
<a href=""/name/nm5461586/"">Nathalie Biancheri</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt10698174"">
</a>
</span>]"
1,1, Flee (2021),"[<span>Documentary</span>, <span class=""ghost"">|</span>, <span>Animation</span>, <span class=""metascore favorable"">90        </span>, <span>
<a href=""/name/nm1853542/"">Jonas Poher Rasmussen</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt8430054"">
</a>
</span>]"
2,2, Castle Falls (2021),"[<span>Action</span>, <span class=""ghost"">|</span>, <span>Drama</span>, <span class=""ghost"">|</span>, <span>Thriller</span>, <span>
<a href=""/name/nm0000185/"">Dolph Lundgren</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt11377298"">
</a>
</span>]"
3,3, Agnes (2021),"[<span>Drama</span>, <span class=""ghost"">|</span>, <span>Horror</span>, <span class=""metascore favorable"">64        </span>, <span>
<a href=""/name/nm4285196/"">Mickey Reece</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt11348542"">
</a>
</span>]"
4,4, The Contractor (2022),"[<span>Action</span>, <span class=""ghost"">|</span>, <span>Thriller</span>, <span>
<a href=""/name/nm0757975/"">Tarik Saleh</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt10323676"">
</a>
</span>]"
5,5, Nightmare Alley (2021),"[<span class=""certRating"">M18</span>, <span>Crime</span>, <span class=""ghost"">|</span>, <span>Drama</span>, <span class=""ghost"">|</span>, <span>Thriller</span>, <span class=""metascore favorable"">70        </span>, <span>
<a href=""/name/nm0868219/"">Guillermo del Toro</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt7740496"">
</a>
</span>]"
6,6, The Novice (2021),"[<span>Thriller</span>, <span class=""metascore favorable"">76        </span>, <span>
<a href=""/name/nm4042990/"">Lauren Hadaway</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt11131464"">
</a>
</span>]"
7,7, The King's Man (2021),"[<span class=""certRating"">NC16</span>, <span>Action</span>, <span class=""ghost"">|</span>, <span>Adventure</span>, <span class=""ghost"">|</span>, <span>Comedy</span>, <span class=""ghost"">|</span>, <span>Crime</span>, <span class=""ghost"">|</span>, <span>Thriller</span>, <span class=""metascore mixed"">44        </span>, <span>
<a href=""/name/nm0891216/"">Matthew Vaughn</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt6856242"">
</a>
</span>]"
8,8, Sing 2 (2021),"[<span class=""certRating"">PG</span>, <span>Animation</span>, <span class=""ghost"">|</span>, <span>Adventure</span>, <span class=""ghost"">|</span>, <span>Comedy</span>, <span class=""ghost"">|</span>, <span>Family</span>, <span class=""ghost"">|</span>, <span>Musical</span>, <span class=""metascore mixed"">51        </span>, <span>
<a href=""/name/nm1134029/"">Garth Jennings</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt6467266"">
</a>
</span>]"
9,9, American Underdog (2021),"[<span>Biography</span>, <span class=""ghost"">|</span>, <span>Drama</span>, <span class=""ghost"">|</span>, <span>Sport</span>, <span>
<a href=""/name/nm3401779/"">Andrew Erwin</a> </span>, <span class=""ghost"">|</span>, <span>
<a href=""/name/nm2296528/"">Jon Erwin</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt11729298"">
</a>
</span>]"
10,10, Sesame Street (2022),"[<span>Adventure</span>, <span class=""ghost"">|</span>, <span>Comedy</span>, <span class=""ghost"">|</span>, <span>Crime</span>, <span class=""ghost"">|</span>, <span>Family</span>, <span class=""ghost"">|</span>, <span>Fantasy</span>, <span class=""ghost"">|</span>, <span>Musical</span>, <span class=""ghost"">|</span>, <span>Mystery</span>, <span>
<a href=""/name/nm1730037/"">Jonathan Krisel</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt2224162"">
</a>
</span>]"
11,11, Deep Water,"[<span>Thriller</span>, <span>
<a href=""/name/nm0001490/"">Adrian Lyne</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt2180339"">
</a>
</span>]"
12,12, Redeeming Love (2022),"[<span>Drama</span>, <span class=""ghost"">|</span>, <span>History</span>, <span class=""ghost"">|</span>, <span>Romance</span>, <span>
<a href=""/name/nm0142286/"">D.J. Caruso</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt11365186"">
</a>
</span>]"
13,13, The Black Phone (2021),"[<span class=""certRating"">NC16</span>, <span>Horror</span>, <span class=""metascore favorable"">79        </span>, <span>
<a href=""/name/nm0220600/"">Scott Derrickson</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt7144666"">
</a>
</span>]"
14,14, Blacklight (2022),"[<span>Action</span>, <span class=""ghost"">|</span>, <span>Thriller</span>, <span>
<a href=""/name/nm0931251/"">Mark Williams</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt14060094"">
</a>
</span>]"
15,15, Marry Me (2022),"[<span class=""certRating"">NC16</span>, <span>Comedy</span>, <span class=""ghost"">|</span>, <span>Music</span>, <span class=""ghost"">|</span>, <span>Romance</span>, <span>
<a href=""/name/nm0192478/"">Kat Coiro</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt10223460"">
</a>
</span>]"
16,16, The Devil's Light (2022),"[<span>Horror</span>, <span class=""ghost"">|</span>, <span>Thriller</span>, <span>
<a href=""/name/nm0821844/"">Daniel Stamm</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt9271672"">
</a>
</span>]"
17,17, Rumble (2021),"[<span>Animation</span>, <span class=""ghost"">|</span>, <span>Adventure</span>, <span class=""ghost"">|</span>, <span>Comedy</span>, <span class=""ghost"">|</span>, <span>Family</span>, <span class=""ghost"">|</span>, <span>Fantasy</span>, <span class=""ghost"">|</span>, <span>Sport</span>, <span>
<a href=""/name/nm2842319/"">Hamish Grieve</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt8337158"">
</a>
</span>]"
18,18, Dog (2022),"[<span>Comedy</span>, <span>
<a href=""/name/nm1730221/"">Reid Carolin</a> </span>, <span class=""ghost"">|</span>, <span>
<a href=""/name/nm1475594/"">Channing Tatum</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt11252248"">
</a>
</span>]"
19,19, Mothering Sunday (2021),"[<span>Drama</span>, <span class=""ghost"">|</span>, <span>Romance</span>, <span class=""metascore favorable"">67        </span>, <span>
<a href=""/name/nm0404067/"">Eva Husson</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt12229370"">
</a>
</span>]"
20,20, Mrs. Harris Goes to Paris (2022),"[<span>Drama</span>, <span>
<a href=""/name/nm0003745/"">Anthony Fabian</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt5151570"">
</a>
</span>]"
21,21, Unwelcome (2022),"[<span>Horror</span>, <span>
<a href=""/name/nm1229323/"">Jon Wright</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt12447796"">
</a>
</span>]"
22,22, Bullet Train (2022),"[<span>Action</span>, <span class=""ghost"">|</span>, <span>Thriller</span>, <span>
<a href=""/name/nm0500610/"">David Leitch</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt12593682"">
</a>
</span>]"
23,23, Thirteen Lives (2022),"[<span>Biography</span>, <span class=""ghost"">|</span>, <span>Drama</span>, <span class=""ghost"">|</span>, <span>Thriller</span>, <span>
<a href=""/name/nm0000165/"">Ron Howard</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt12262116"">
</a>
</span>]"
24,24, The Unbearable Weight of Massive Talent (2022),"[<span>Action</span>, <span class=""ghost"">|</span>, <span>Comedy</span>, <span>
<a href=""/name/nm3230448/"">Tom Gormican</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt11291274"">
</a>
</span>]"
25,25, DC League of Super-Pets (2022),"[<span>Animation</span>, <span class=""ghost"">|</span>, <span>Action</span>, <span class=""ghost"">|</span>, <span>Adventure</span>, <span class=""ghost"">|</span>, <span>Comedy</span>, <span class=""ghost"">|</span>, <span>Crime</span>, <span class=""ghost"">|</span>, <span>Family</span>, <span class=""ghost"">|</span>, <span>Fantasy</span>, <span class=""ghost"">|</span>, <span>Sci-Fi</span>, <span>
<a href=""/name/nm2972864/"">Jared Stern</a> </span>, <span class=""ghost"">|</span>, <span>
<a href=""/name/nm0505946/"">Sam Levine</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt8912936"">
</a>
</span>]"
26,26, John Wick: Chapter 4 (2022),"[<span>Action</span>, <span class=""ghost"">|</span>, <span>Crime</span>, <span class=""ghost"">|</span>, <span>Thriller</span>, <span>
<a href=""/name/nm0821432/"">Chad Stahelski</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt10366206"">
</a>
</span>]"
27,27, Where the Crawdads Sing (2022),"[<span>Drama</span>, <span class=""ghost"">|</span>, <span>Mystery</span>, <span>
<a href=""/name/nm3229507/"">Olivia Newman</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt9411972"">
</a>
</span>]"
28,28, Naya Legend of the Golden Dolphin (2023),"[<span>Animation</span>, <span class=""ghost"">|</span>, <span>Action</span>, <span class=""ghost"">|</span>, <span>Adventure</span>, <span class=""ghost"">|</span>, <span>Family</span>, <span>
<a href=""/name/nm0443088/"">Jonathon Kay</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt7890826"">
</a>
</span>]"
29,29, The Man from Toronto (2022),"[<span>Action</span>, <span class=""ghost"">|</span>, <span>Comedy</span>, <span class=""ghost"">|</span>, <span>Drama</span>, <span class=""ghost"">|</span>, <span>Romance</span>, <span class=""ghost"">|</span>, <span>Thriller</span>, <span>
<a href=""/name/nm0400850/"">Patrick Hughes</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt11671006"">
</a>
</span>]"
30,30, Dark Harvest (2022),"[<span>Horror</span>, <span>
<a href=""/name/nm1720541/"">David Slade</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt9204328"">
</a>
</span>]"
31,31, Untitled George Foreman Project (2023),"[<span>Biography</span>, <span class=""ghost"">|</span>, <span>Drama</span>, <span class=""ghost"">|</span>, <span>Sport</span>, <span>
<a href=""/name/nm0863387/"">George Tillman Jr.</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt12226632"">
</a>
</span>]"
32,32, Puss in Boots: The Last Wish (2022),"[<span>Animation</span>, <span class=""ghost"">|</span>, <span>Adventure</span>, <span class=""ghost"">|</span>, <span>Comedy</span>, <span class=""ghost"">|</span>, <span>Family</span>, <span class=""ghost"">|</span>, <span>Fantasy</span>, <span>
<a href=""/name/nm3150455/"">Joel Crawford</a> </span>, <span class=""ghost"">|</span>, <span>
<a href=""/name/nm2591093/"">Januel Mercado</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt3915174"">
</a>
</span>]"
33,33, Untitled David O. Russell (2022),"[<span>Drama</span>, <span class=""ghost"">|</span>, <span>History</span>, <span>
<a href=""/name/nm0751102/"">David O. Russell</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt10304142"">
</a>
</span>]"
34,34, She Said (2022),"[<span>Drama</span>, <span>
<a href=""/name/nm0775056/"">Maria Schrader</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt14807308"">
</a>
</span>]"
35,35, Avatar 2 (2022),"[<span>Action</span>, <span class=""ghost"">|</span>, <span>Adventure</span>, <span class=""ghost"">|</span>, <span>Sci-Fi</span>, <span class=""ghost"">|</span>, <span>Thriller</span>, <span>
<a href=""/name/nm0000116/"">James Cameron</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt1630029"">
</a>
</span>]"
36,36, The Nightingale (2023),"[<span>Drama</span>, <span class=""ghost"">|</span>, <span>History</span>, <span class=""ghost"">|</span>, <span>War</span>, <span>
<a href=""/name/nm0491259/"">Mélanie Laurent</a> </span>, <span class=""wlb_wrapper"">
<a class=""wlb_watchlist_lite"" data-caller-name=""Title"" data-size=""small"" data-tconst=""tt4540534"">
</a>
</span>]"
